1, 0

2, 0

3, 0

4, 0

5, 0

6, 0

7, 0

8, 0

9, 0

10, 0

11, 0

12, 0

13, 0

14, 0

15, 0

16, 0

17, 0

18, 0

19, 0.0213686

20, 0.0201666

21, 0.0191631

22, 0.0181242

23, 0.0175197

24, 0.0169378

25, 0.0163935

26, 0.0161663

27, 0.0158183

28, 0.0155358

29, 0.0148836

30, 0.0143924

31, 0.0138932

32, 0.0134426

33, 0.0133342

34, 0.0127821

35, 0.0124839

36, 0.0119313

37, 0.0115274

38, 0.0112628

39, 0.0109446

40, 0.0107032

41, 0.0103325

42, 0.0100085

43, 0.00979794

44, 0.00943184

45, 0.00923562

46, 0.00907558

47, 0.00883092

48, 0.00865929

49, 0.0167715

50, 0.016528

51, 0.0162316

52, 0.0159308

53, 0.0157152

54, 0.0155877

55, 0.0154684

56, 0.0153315

57, 0.0150608

58, 0.0148961

59, 0.0145112

60, 0.0170454

61, 0.0168819

62, 0.0164947

63, 0.0161507

64, 0.0158679

65, 0.0155429

66, 0.0152601

67, 0.0150423

68, 0.0147007

69, 0.0143456

70, 0.0141317

71, 0.0138656

72, 0.0136385

73, 0.0133791

74, 0.0131502

75, 0.0129965

76, 0.0128058

77, 0.0127296

78, 0.0212702

79, 0.0209646

80, 0.0223193

81, 0.0219326

82, 0.0218461

83, 0.0215195

84, 0.0213093

85, 0.0209366

86, 0.0206221

87, 0.0207047

88, 0.0203995

89, 0.0202078

90, 0.0201176

91, 0.0254085

92, 0.0319685

93, 0.0346722

94, 0.0344314

95, 0.0340723

96, 0.0347646

97, 0.0343136

98, 0.0339523

99, 0.0335897

100, 0.0334596

101, 0.0332986

102, 0.0331086

103, 0.0327358

104, 0.0324885

105, 0.0321854

106, 0.0318679

107, 0.0314859

108, 0.0313673

109, 0.0366289

110, 0.0390825

111, 0.0388305

112, 0.0383732

113, 0.03846

114, 0.0382404

115, 0.0378911

116, 0.0377423

117, 0.0373884

118, 0.0370045

119, 0.0365444

120, 0.0366618

121, 0.0407384

122, 0.0402606

123, 0.0398537

124, 0.0395094

125, 0.0391797

126, 0.0387952

127, 0.0386528

128, 0.0383351

129, 0.0381421

130, 0.0378113

131, 0.0373607

132, 0.0371787

133, 0.0367553

134, 0.0364365

135, 0.036142

136, 0.0359639

137, 0.0404861

138, 0.0401428

139, 0.0397615

140, 0.0395077

141, 0.0393346

142, 0.0396438

143, 0.0393739

144, 0.0391103

145, 0.0390458

146, 0.0386357

147, 0.0390091

148, 0.0388039

149, 0.0384535

150, 0.0425729

151, 0.0421471

152, 0.0468764

153, 0.0466281

154, 0.0462631

155, 0.0460433

156, 0.0455972

157, 0.0452008

158, 0.0448908

159, 0.0497997

160, 0.0494125

161, 0.0490983

162, 0.0509128

163, 0.0508229

164, 0.0506662

165, 0.0501208

166, 0.0498506

167, 0.0496264

168, 0.0517018

169, 0.0514531

170, 0.05102

171, 0.0525338

172, 0.0539087

173, 0.0536989

174, 0.0533096

175, 0.0528302

176, 0.0524964

177, 0.0522022

178, 0.0517429

179, 0.0520782

180, 0.0518462

181, 0.0537021

182, 0.0534047

183, 0.0548808

184, 0.0544665

185, 0.0541416

186, 0.05375

187, 0.0535942

188, 0.0532429

189, 0.0614203

190, 0.0622892

191, 0.0618146

192, 0.0615025

193, 0.0611018

194, 0.0606221

195, 0.0609347

196, 0.0605784

197, 0.0601977

198, 0.059885

199, 0.0595337

200, 0.0595032

201, 0.0591553

202, 0.0589058

203, 0.061866

204, 0.0650459

205, 0.0646613

206, 0.0641945

207, 0.0637188

208, 0.0635388

209, 0.0693263

210, 0.070679

211, 0.0703445

212, 0.0700797

213, 0.0699284

214, 0.0696417

215, 0.0692084

216, 0.0694526

217, 0.0698435

218, 0.069662

219, 0.0716447

220, 0.0715469

221, 0.0711739

222, 0.0708388

223, 0.0728977

224, 0.0727303

225, 0.0722066

226, 0.0730913

227, 0.0727059

228, 0.072403

229, 0.072134

230, 0.0717548

231, 0.0713213

232, 0.0708818

233, 0.0759271

234, 0.0754677

235, 0.0757096

236, 0.0775567

237, 0.0771302

238, 0.0773707

239, 0.0771062

240, 0.0768635

241, 0.0764041

242, 0.07594

243, 0.0775105

244, 0.0770294

245, 0.077688

246, 0.0772626

247, 0.077088

248, 0.078451

249, 0.0781503

250, 0.0777822

251, 0.0774369

252, 0.0789977

253, 0.078728

254, 0.078284

255, 0.0777277

256, 0.0790024

257, 0.0786197

258, 0.078301

259, 0.0779475

260, 0.0776912

261, 0.0773481

262, 0.076956

263, 0.0766907

264, 0.0762371

265, 0.075877

266, 0.0758242

267, 0.0763103

268, 0.0780031

269, 0.0782834

270, 0.0787364

271, 0.0811622

272, 0.0809095

273, 0.0805023

274, 0.0800855

275, 0.0798034

276, 0.0796725

277, 0.0795268

278, 0.0791589

279, 0.0798451

280, 0.0795975

281, 0.0792608

282, 0.0789107

283, 0.0799184

284, 0.0802571

285, 0.0810576

286, 0.0816439

287, 0.0817928

288, 0.0815767

289, 0.0815864

290, 0.0835466

291, 0.0844794

292, 0.0842087

293, 0.0841331

294, 0.0841169

295, 0.0868867

296, 0.0866351

297, 0.0862158

298, 0.0869395

299, 0.0883022

300, 0.0883692

301, 0.088215

302, 0.0877254

303, 0.0875856

304, 0.0893548

305, 0.089195

306, 0.0895681

307, 0.0904877

308, 0.0901535

309, 0.0910327

310, 0.0911065

311, 0.0912055

312, 0.0908787

313, 0.0903885

314, 0.0906299

315, 0.0930983

316, 0.0945389

317, 0.0945036

318, 0.0960536

319, 0.0968808

320, 0.0971412

321, 0.0969066

322, 0.0968171

323, 0.0973736

324, 0.0997324

325, 0.101245

326, 0.100888

327, 0.100656

328, 0.1017

329, 0.102386

330, 0.102034

331, 0.101467

332, 0.101002

333, 0.100877

334, 0.100847

335, 0.100495

336, 0.100155

337, 0.0998557

338, 0.0996682

339, 0.0991425

340, 0.0988456

341, 0.101135

342, 0.103158

343, 0.103814

344, 0.103626

345, 0.10342

346, 0.102878

347, 0.102657

348, 0.102954

349, 0.102486

350, 0.102118

351, 0.102666

352, 0.104434

353, 0.106131

354, 0.105911

355, 0.10551

356, 0.106122

357, 0.107142

358, 0.106823

359, 0.109144

360, 0.108602

361, 0.108133

362, 0.107996

363, 0.110406

364, 0.111551

365, 0.111323

366, 0.111551

367, 0.1126

368, 0.112213

369, 0.112252

370, 0.111909

371, 0.111554

372, 0.111218

373, 0.110862

374, 0.112069

375, 0.11347

376, 0.114075

377, 0.113676

378, 0.113295

379, 0.113081

380, 0.114918

381, 0.116669

382, 0.116412

383, 0.116367

384, 0.11593

385, 0.115585

386, 0.115295

387, 0.117039

388, 0.116703

389, 0.116276

390, 0.115828

391, 0.11561

392, 0.115454

393, 0.116066

394, 0.116479

395, 0.116207

396, 0.115755

397, 0.115747

398, 0.115345

399, 0.115104

400, 0.115031

401, 0.114753

402, 0.114463

403, 0.115687

404, 0.115525

405, 0.115033

406, 0.114504

407, 0.116151

408, 0.116849

409, 0.116662

410, 0.116555

411, 0.116392

412, 0.117346

413, 0.118324

414, 0.118883

415, 0.118651

416, 0.119069

417, 0.118664

418, 0.118379

419, 0.118964

420, 0.119829

421, 0.119421

422, 0.119268

423, 0.11895

424, 0.118614

425, 0.118413

426, 0.117926

427, 0.117417

428, 0.117152

429, 0.117027

430, 0.116809

431, 0.116621

432, 0.116202

433, 0.115878

434, 0.116958

435, 0.117757

436, 0.117514

437, 0.117877

438, 0.118608

439, 0.118366

440, 0.118225

441, 0.118102

442, 0.11996

443, 0.120725

444, 0.120506

445, 0.120125

446, 0.120023

447, 0.120212

448, 0.119992

449, 0.12007

450, 0.119828

451, 0.121237

452, 0.122402

453, 0.122044

454, 0.121637

455, 0.122548

456, 0.122422

457, 0.122139

458, 0.121923

459, 0.122635

460, 0.122315

461, 0.121919

462, 0.121432

463, 0.121242

464, 0.122424

465, 0.122843

466, 0.122987

467, 0.124041

468, 0.123682

469, 0.123473

470, 0.124466

471, 0.124145

472, 0.124381

473, 0.124254

474, 0.123974

475, 0.123983

476, 0.123788

477, 0.124525

478, 0.124787

479, 0.124695

480, 0.125199

481, 0.125869

482, 0.126748

483, 0.126613

484, 0.126356

485, 0.126643

486, 0.12756

487, 0.129078

488, 0.128856

489, 0.128682

490, 0.128517

491, 0.12933

492, 0.130152

493, 0.129891

494, 0.129579

495, 0.130212

496, 0.1305

497, 0.130186

498, 0.130544

499, 0.130076

500, 0.1298

501, 0.130155

502, 0.130832

503, 0.131861

504, 0.131578

505, 0.131097

506, 0.130963

507, 0.13081

508, 0.131133

509, 0.130714

510, 0.130526

511, 0.130374

512, 0.130732

513, 0.130415

514, 0.130058

515, 0.132004

516, 0.131792

517, 0.132614

518, 0.132364

519, 0.133057

520, 0.133094

521, 0.133086

522, 0.132706

523, 0.132681

524, 0.133666

525, 0.133413

526, 0.133097

527, 0.132863

528, 0.132953

529, 0.133342

530, 0.133853

531, 0.13354

532, 0.133435

533, 0.134668

534, 0.134334

535, 0.133961

536, 0.135361

537, 0.138564

538, 0.138348

539, 0.138138

540, 0.138188

541, 0.138484

542, 0.138145

543, 0.138038

544, 0.138784

545, 0.138484

546, 0.138238

547, 0.139017

548, 0.138756

549, 0.138676

550, 0.139215

551, 0.139307

552, 0.140585

553, 0.140249

554, 0.139997

555, 0.140534

556, 0.141652

557, 0.141241

558, 0.141415

559, 0.141487

560, 0.141252

